ts,query,action,confidence,reasons,top_chunk_id,top_cosine,top_crossencoder,top_len
2025-09-10T17:15:46,what is a question answering system?,offer_choice,6.354790687561035,label=medium | sim_band=high | sep_band=low | path=FAISS→CE,0,0.7321218252182007,6.354790687561035,576
2025-09-10T17:16:33,what is a question answering system?,offer_choice,6.354790687561035,label=medium | sim_band=high | sep_band=low | path=FAISS→CE,0,0.7321218252182007,6.354790687561035,576
2025-09-10T17:16:58,what is a question answering system?,offer_choice,6.354790687561035,label=medium | sim_band=high | sep_band=low | path=FAISS→CE,0,0.7321218252182007,6.354790687561035,576
2025-09-10T17:17:48,what is a question answering system?,offer_choice,6.354790687561035,label=medium | sim_band=high | sep_band=low | path=FAISS→CE,0,0.7321218252182007,6.354790687561035,576
2025-09-10T17:18:09,what is a question answering system?,offer_choice,6.354790687561035,label=medium | sim_band=high | sep_band=low | path=FAISS→CE,0,0.7321218252182007,6.354790687561035,576
2025-09-10T17:47:25,what is a question answering system?,offer_choice,6.354790687561035,label=medium | sim_band=high | sep_band=low | path=FAISS→CE,0,0.7321218252182007,6.354790687561035,576
2025-09-10T17:49:30,what is a closed book question answering system?,offer_choice,6.904649257659912,label=medium | sim_band=high | sep_band=low | path=FAISS→CE,6,0.7817686796188354,6.904649257659912,269
2025-09-10T18:00:43,what is a closed book question answering system?,offer_choice,6.904649257659912,label=medium | sim_band=high | sep_band=low | path=FAISS→CE,6,0.7817686796188354,6.904649257659912,269
2025-09-10T18:01:55,what is a closed book question answering system?,offer_choice,6.904649257659912,label=medium | sim_band=high | sep_band=low | path=FAISS→CE,6,0.7817686796188354,6.904649257659912,269
2025-09-10T18:02:45,what is closed book question answering?,offer_choice,7.007802963256836,label=medium | sim_band=high | sep_band=low | path=FAISS→CE,5,0.9764881134033203,7.007802963256836,302
2025-09-10T18:04:07,what is closed book question answering?,offer_choice,7.007802963256836,label=medium | sim_band=high | sep_band=low | path=FAISS→CE,5,0.9764881134033203,7.007802963256836,302
2025-09-10T18:17:00,what is a closed book question answering system?,offer_choice,6.904649257659912,label=medium | sim_band=high | sep_band=low | path=FAISS→CE,6,0.7817686796188354,6.904649257659912,269
2025-09-10T18:18:40,what is a closed book question answering system?,offer_choice,6.904649257659912,label=medium | sim_band=high | sep_band=low | path=FAISS→CE,6,0.7817686796188354,6.904649257659912,269
2025-09-10T18:23:32,what is a closed book question answering system?,offer_choice,6.904649257659912,label=medium | sim_band=high | sep_band=low | path=FAISS→CE,6,0.7817686796188354,6.904649257659912,269
2025-09-10T18:37:53,what is a closed book question answering system?,offer_choice,6.904649257659912,label=medium | sim_band=high | sep_band=low | path=FAISS→CE,6,0.7817686796188354,6.904649257659912,269
2025-09-10T18:41:06,what is a closed book question answering system?,offer_choice,6.904649257659912,label=medium | sim_band=high | sep_band=low | path=FAISS→CE,6,0.7817686796188354,6.904649257659912,269
2025-09-17T15:14:19,what is a closed book question answering system?,offer_choice,high,tie,6,0.7817686796188354,6.904648780822754,269
2025-09-17T15:14:19,what is a closed book question answering system?,offer_choice,high,tie,6,0.7817686796188354,6.904648780822754,269
2025-09-17T15:26:02,what is a closed book question answering system?,offer_choice,high,tie,6,0.7817686796188354,6.904648780822754,269
2025-09-17T15:45:26,what is a closed book question answering system?,offer_choice,high,tie,6,0.7817686796188354,6.904648780822754,269
2025-09-17T15:46:46,what is a closed book question answering system?,offer_choice,high,tie,6,0.7817686796188354,6.904648780822754,269
2025-09-17T16:19:07,what is a closed book question answering system?,offer_choice,high,tie,6,0.7817686796188354,6.904648780822754,269
2025-09-19T10:12:25,what is a closed book question answering system?,offer_choice,high,tie,8,0.8542572259902954,5.871933937072754,354
2025-09-19T10:34:27,what is a closed book question answering system?,offer_choice,high,tie,8,0.8542572259902954,5.871933937072754,354
2025-09-19T10:35:21,what is a closed book question answering system?,answer_from_top,high,strong_match,8,0.8542572259902954,,354
2025-10-02T12:26:35,Where should I put glass?,clarify_or_broaden,low,weak_match,1,0.31864798069000244,-9.260637283325195,161
